Algoritmo,Ev. Medias,Ev. Mejor,Desviacion tipica Ev,Mejor Fitness,Media Fitness,Desviacion tipica Fitness
Greedy,1.0,1,0.0,7022.116,7022.115999999999,9.094947017729282e-13
SH,2316.6666666666665,2310,4.714045207910317,6777.724,6880.109333333334,78.84024658482257
SHE,2290.0,2280,8.16496580927726,6777.724,6880.109333333334,78.84024658482257
SCH,7173.333333333333,7050,98.09292646374774,13680.229999999992,13871.303999999995,137.064779358765
