,Semilla,Algoritmo,Kilometros,Evaluaciones,Iteraciones,Limite Vecinos,Solucion
0,135425092,Simulated_annealing,762.0387110449934,404,140,140,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 15 70]
0,135425092,Simulated_annealing,751.300643672409,687,160,20,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,135425092,Simulated_annealing,762.0387110449934,459,160,50,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 15 70]
0,135425092,Simulated_annealing,762.0387110449934,460,160,80,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 15 70]
0,135425092,Simulated_annealing,762.0387110449934,424,160,110,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 15 70]
0,135425092,Simulated_annealing,762.0387110449934,424,160,140,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 15 70]
0,79592979,Simulated_annealing,686.5955769045927,434,80,20,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,79592979,Simulated_annealing,686.5955769045927,423,80,50,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,79592979,Simulated_annealing,686.5955769045927,420,80,80,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,79592979,Simulated_annealing,686.5955769045927,420,80,110,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,79592979,Simulated_annealing,686.5955769045927,420,80,140,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,79592979,Simulated_annealing,686.5955769045927,492,100,20,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,79592979,Simulated_annealing,686.5955769045927,483,100,50,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,79592979,Simulated_annealing,686.5955769045927,480,100,80,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,79592979,Simulated_annealing,686.5955769045927,480,100,110,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,79592979,Simulated_annealing,686.5955769045927,480,100,140,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,79592979,Simulated_annealing,686.5955769045927,552,120,20,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,79592979,Simulated_annealing,686.5955769045927,541,120,50,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,79592979,Simulated_annealing,686.5955769045927,538,120,80,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,79592979,Simulated_annealing,686.5955769045927,538,120,110,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,79592979,Simulated_annealing,686.5955769045927,538,120,140,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,79592979,Simulated_annealing,686.5955769045927,612,140,20,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,79592979,Simulated_annealing,686.5955769045927,601,140,50,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,79592979,Simulated_annealing,686.5955769045927,598,140,80,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,79592979,Simulated_annealing,686.5955769045927,598,140,110,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,79592979,Simulated_annealing,686.5955769045927,598,140,140,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,79592979,Simulated_annealing,686.5955769045927,672,160,20,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,79592979,Simulated_annealing,686.5955769045927,661,160,50,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,79592979,Simulated_annealing,686.5955769045927,658,160,80,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,79592979,Simulated_annealing,686.5955769045927,658,160,110,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,79592979,Simulated_annealing,686.5955769045927,658,160,140,[11  7 13  6  8 13  8  9  6 10 10 18  8 13 19 61]
0,50761987,Simulated_annealing,751.300643672409,543,80,20,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,50761987,Simulated_annealing,751.300643672409,432,80,50,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,50761987,Simulated_annealing,751.300643672409,431,80,80,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,50761987,Simulated_annealing,751.300643672409,431,80,110,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,50761987,Simulated_annealing,751.300643672409,431,80,140,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,50761987,Simulated_annealing,751.300643672409,601,100,20,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,50761987,Simulated_annealing,751.300643672409,490,100,50,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,50761987,Simulated_annealing,751.300643672409,489,100,80,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,50761987,Simulated_annealing,751.300643672409,489,100,110,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,50761987,Simulated_annealing,751.300643672409,489,100,140,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,50761987,Simulated_annealing,751.300643672409,659,120,20,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,50761987,Simulated_annealing,751.300643672409,548,120,50,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,50761987,Simulated_annealing,751.300643672409,547,120,80,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,50761987,Simulated_annealing,751.300643672409,547,120,110,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,50761987,Simulated_annealing,751.300643672409,547,120,140,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,50761987,Simulated_annealing,751.300643672409,719,140,20,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,50761987,Simulated_annealing,751.300643672409,608,140,50,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,50761987,Simulated_annealing,751.300643672409,607,140,80,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,50761987,Simulated_annealing,751.300643672409,607,140,110,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,50761987,Simulated_annealing,751.300643672409,607,140,140,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,50761987,Simulated_annealing,751.300643672409,779,160,20,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,50761987,Simulated_annealing,751.300643672409,666,160,50,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,50761987,Simulated_annealing,751.300643672409,665,160,80,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,50761987,Simulated_annealing,751.300643672409,665,160,110,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,50761987,Simulated_annealing,751.300643672409,665,160,140,[ 6  7 13  6  8 13  8  9  6 10 10 18  8 13 17 68]
0,12423154,Simulated_annealing,600.7945400666425,455,80,20,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 17 51]
0,12423154,Simulated_annealing,609.3226419530599,287,80,50,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 15 53]
0,12423154,Simulated_annealing,609.3226419530599,309,80,80,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 15 53]
0,12423154,Simulated_annealing,609.3226419530599,309,80,110,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 15 53]
0,12423154,Simulated_annealing,609.3226419530599,309,80,140,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 15 53]
0,12423154,Simulated_annealing,600.7945400666425,514,100,20,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 17 51]
0,12423154,Simulated_annealing,609.3226419530599,307,100,50,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 15 53]
0,12423154,Simulated_annealing,609.3226419530599,329,100,80,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 15 53]
0,12423154,Simulated_annealing,609.3226419530599,329,100,110,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 15 53]
0,12423154,Simulated_annealing,609.3226419530599,329,100,140,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 15 53]
0,12423154,Simulated_annealing,600.7945400666425,574,120,20,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 17 51]
0,12423154,Simulated_annealing,609.3226419530599,327,120,50,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 15 53]
0,12423154,Simulated_annealing,609.3226419530599,348,120,80,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 15 53]
0,12423154,Simulated_annealing,609.3226419530599,348,120,110,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 15 53]
0,12423154,Simulated_annealing,609.3226419530599,348,120,140,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 15 53]
0,12423154,Simulated_annealing,600.7945400666425,634,140,20,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 17 51]
0,12423154,Simulated_annealing,609.3226419530599,346,140,50,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 15 53]
0,12423154,Simulated_annealing,609.3226419530599,368,140,80,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 15 53]
0,12423154,Simulated_annealing,609.3226419530599,368,140,110,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 15 53]
0,12423154,Simulated_annealing,609.3226419530599,368,140,140,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 15 53]
0,12423154,Simulated_annealing,600.7945400666425,692,160,20,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 17 51]
0,12423154,Simulated_annealing,609.3226419530599,366,160,50,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 15 53]
0,12423154,Simulated_annealing,609.3226419530599,388,160,80,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 15 53]
0,12423154,Simulated_annealing,609.3226419530599,388,160,110,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 15 53]
0,12423154,Simulated_annealing,609.3226419530599,388,160,140,[23  7 13  6  8 13  8  9  6 10 10 18  8 13 15 53]
0,122216942,Simulated_annealing,695.5255093249579,934,80,20,[10  7 13  6  8 13  8  9  6 10 11 18  8 13 18 62]
0,122216942,Simulated_annealing,698.2073799980844,455,80,50,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 19 62]
0,122216942,Simulated_annealing,703.729176774977,447,80,80,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 18 63]
0,122216942,Simulated_annealing,703.729176774977,447,80,110,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 18 63]
0,122216942,Simulated_annealing,703.729176774977,447,80,140,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 18 63]
0,122216942,Simulated_annealing,695.5255093249579,1110,100,20,[10  7 13  6  8 13  8  9  6 10 11 18  8 13 18 62]
0,122216942,Simulated_annealing,698.2073799980844,514,100,50,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 19 62]
0,122216942,Simulated_annealing,703.729176774977,506,100,80,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 18 63]
0,122216942,Simulated_annealing,703.729176774977,506,100,110,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 18 63]
0,122216942,Simulated_annealing,703.729176774977,506,100,140,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 18 63]
0,122216942,Simulated_annealing,695.5255093249579,1289,120,20,[10  7 13  6  8 13  8  9  6 10 11 18  8 13 18 62]
0,122216942,Simulated_annealing,698.2073799980844,574,120,50,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 19 62]
0,122216942,Simulated_annealing,703.729176774977,566,120,80,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 18 63]
0,122216942,Simulated_annealing,703.729176774977,566,120,110,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 18 63]
0,122216942,Simulated_annealing,703.729176774977,566,120,140,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 18 63]
0,122216942,Simulated_annealing,695.5255093249579,1467,140,20,[10  7 13  6  8 13  8  9  6 10 11 18  8 13 18 62]
0,122216942,Simulated_annealing,698.2073799980844,634,140,50,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 19 62]
0,122216942,Simulated_annealing,703.729176774977,626,140,80,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 18 63]
0,122216942,Simulated_annealing,703.729176774977,626,140,110,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 18 63]
0,122216942,Simulated_annealing,703.729176774977,626,140,140,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 18 63]
0,122216942,Simulated_annealing,695.5255093249579,1645,160,20,[10  7 13  6  8 13  8  9  6 10 11 18  8 13 18 62]
0,122216942,Simulated_annealing,698.2073799980844,694,160,50,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 19 62]
0,122216942,Simulated_annealing,703.729176774977,686,160,80,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 18 63]
0,122216942,Simulated_annealing,703.729176774977,686,160,110,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 18 63]
0,122216942,Simulated_annealing,703.729176774977,686,160,140,[10  7 13  6  8 13  8  9  6 10 10 18  8 13 18 63]
0,69941705,Simulated_annealing,707.970441453467,1172,80,20,[ 7  7 13  6  8 13  8  9  6 10 12 18 12 13 19 59]
0,69941705,Simulated_annealing,740.7352114561758,477,80,50,[ 7  7 13  6  8 13  8  9  6 10 10 18  8 13 17 67]
0,69941705,Simulated_annealing,740.7352114561758,450,80,80,[ 7  7 13  6  8 13  8  9  6 10 10 18  8 13 17 67]
0,69941705,Simulated_annealing,731.64925931259,452,80,110,[ 7  7 13  6  8 13  8  9  6 10 10 18  8 13 19 65]
0,69941705,Simulated_annealing,731.64925931259,452,80,140,[ 7  7 13  6  8 13  8  9  6 10 10 18  8 13 19 65]
0,69941705,Simulated_annealing,707.970441453467,1427,100,20,[ 7  7 13  6  8 13  8  9  6 10 12 18 12 13 19 59]
0,69941705,Simulated_annealing,740.7352114561758,537,100,50,[ 7  7 13  6  8 13  8  9  6 10 10 18  8 13 17 67]
0,69941705,Simulated_annealing,740.7352114561758,510,100,80,[ 7  7 13  6  8 13  8  9  6 10 10 18  8 13 17 67]
0,69941705,Simulated_annealing,731.64925931259,512,100,110,[ 7  7 13  6  8 13  8  9  6 10 10 18  8 13 19 65]
0,69941705,Simulated_annealing,731.64925931259,512,100,140,[ 7  7 13  6  8 13  8  9  6 10 10 18  8 13 19 65]
0,69941705,Simulated_annealing,709.803297468965,1690,120,20,[ 7  7 13  6  8 13  8  9  6 10 12 18 11 14 19 59]
0,69941705,Simulated_annealing,740.7352114561758,597,120,50,[ 7  7 13  6  8 13  8  9  6 10 10 18  8 13 17 67]
0,69941705,Simulated_annealing,740.7352114561758,570,120,80,[ 7  7 13  6  8 13  8  9  6 10 10 18  8 13 17 67]
0,69941705,Simulated_annealing,731.64925931259,572,120,110,[ 7  7 13  6  8 13  8  9  6 10 10 18  8 13 19 65]
0,69941705,Simulated_annealing,731.64925931259,572,120,140,[ 7  7 13  6  8 13  8  9  6 10 10 18  8 13 19 65]
0,69941705,Simulated_annealing,711.0250014239822,1948,140,20,[ 7  7 13  6  8 13  8  9  6 10 12 18 11 13 19 60]
0,69941705,Simulated_annealing,740.7352114561758,657,140,50,[ 7  7 13  6  8 13  8  9  6 10 10 18  8 13 17 67]
0,69941705,Simulated_annealing,740.7352114561758,630,140,80,[ 7  7 13  6  8 13  8  9  6 10 10 18  8 13 17 67]
0,69941705,Simulated_annealing,731.64925931259,632,140,110,[ 7  7 13  6  8 13  8  9  6 10 10 18  8 13 19 65]
0,69941705,Simulated_annealing,731.64925931259,632,140,140,[ 7  7 13  6  8 13  8  9  6 10 10 18  8 13 19 65]
0,69941705,Simulated_annealing,711.0250014239822,2206,160,20,[ 7  7 13  6  8 13  8  9  6 10 12 18 11 13 19 60]
0,69941705,Simulated_annealing,740.7352114561758,717,160,50,[ 7  7 13  6  8 13  8  9  6 10 10 18  8 13 17 67]
0,69941705,Simulated_annealing,740.7352114561758,690,160,80,[ 7  7 13  6  8 13  8  9  6 10 10 18  8 13 17 67]
0,69941705,Simulated_annealing,731.64925931259,692,160,110,[ 7  7 13  6  8 13  8  9  6 10 10 18  8 13 19 65]
0,69941705,Simulated_annealing,731.64925931259,692,160,140,[ 7  7 13  6  8 13  8  9  6 10 10 18  8 13 19 65]
0,51818311,Simulated_annealing,651.502978364531,493,80,20,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,51818311,Simulated_annealing,651.502978364531,438,80,50,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,51818311,Simulated_annealing,651.502978364531,423,80,80,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,51818311,Simulated_annealing,651.502978364531,423,80,110,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,51818311,Simulated_annealing,651.502978364531,423,80,140,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,51818311,Simulated_annealing,651.502978364531,552,100,20,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,51818311,Simulated_annealing,651.502978364531,498,100,50,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,51818311,Simulated_annealing,651.502978364531,483,100,80,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,51818311,Simulated_annealing,651.502978364531,483,100,110,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,51818311,Simulated_annealing,651.502978364531,483,100,140,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,51818311,Simulated_annealing,651.502978364531,612,120,20,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,51818311,Simulated_annealing,651.502978364531,557,120,50,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,51818311,Simulated_annealing,651.502978364531,542,120,80,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,51818311,Simulated_annealing,651.502978364531,542,120,110,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,51818311,Simulated_annealing,651.502978364531,542,120,140,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,51818311,Simulated_annealing,651.502978364531,671,140,20,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,51818311,Simulated_annealing,651.502978364531,617,140,50,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,51818311,Simulated_annealing,651.502978364531,602,140,80,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,51818311,Simulated_annealing,651.502978364531,602,140,110,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,51818311,Simulated_annealing,651.502978364531,602,140,140,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,51818311,Simulated_annealing,651.502978364531,729,160,20,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,51818311,Simulated_annealing,651.502978364531,674,160,50,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,51818311,Simulated_annealing,651.502978364531,659,160,80,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,51818311,Simulated_annealing,651.502978364531,659,160,110,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,51818311,Simulated_annealing,651.502978364531,659,160,140,[15  7 13  6  8 13  8  9  6 10 10 18  8 13 18 58]
0,53180813,Simulated_annealing,610.774179579175,530,80,20,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 19 52]
0,53180813,Simulated_annealing,620.8363653576641,433,80,50,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 17 54]
0,53180813,Simulated_annealing,610.774179579175,415,80,80,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 19 52]
0,53180813,Simulated_annealing,610.774179579175,415,80,110,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 19 52]
0,53180813,Simulated_annealing,610.774179579175,415,80,140,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 19 52]
0,53180813,Simulated_annealing,610.774179579175,588,100,20,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 19 52]
0,53180813,Simulated_annealing,620.8363653576641,492,100,50,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 17 54]
0,53180813,Simulated_annealing,610.774179579175,474,100,80,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 19 52]
0,53180813,Simulated_annealing,610.774179579175,474,100,110,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 19 52]
0,53180813,Simulated_annealing,610.774179579175,474,100,140,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 19 52]
0,53180813,Simulated_annealing,610.774179579175,648,120,20,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 19 52]
0,53180813,Simulated_annealing,620.8363653576641,550,120,50,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 17 54]
0,53180813,Simulated_annealing,610.774179579175,534,120,80,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 19 52]
0,53180813,Simulated_annealing,610.774179579175,534,120,110,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 19 52]
0,53180813,Simulated_annealing,610.774179579175,534,120,140,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 19 52]
0,53180813,Simulated_annealing,610.774179579175,708,140,20,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 19 52]
0,53180813,Simulated_annealing,620.8363653576641,610,140,50,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 17 54]
0,53180813,Simulated_annealing,610.774179579175,592,140,80,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 19 52]
0,53180813,Simulated_annealing,610.774179579175,592,140,110,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 19 52]
0,53180813,Simulated_annealing,610.774179579175,592,140,140,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 19 52]
0,53180813,Simulated_annealing,610.774179579175,768,160,20,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 19 52]
0,53180813,Simulated_annealing,620.8363653576641,670,160,50,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 17 54]
0,53180813,Simulated_annealing,610.774179579175,652,160,80,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 19 52]
0,53180813,Simulated_annealing,610.774179579175,652,160,110,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 19 52]
0,53180813,Simulated_annealing,610.774179579175,652,160,140,[20  7 13  6  8 13  8  9  6 10 10 18  8 13 19 52]
0,52729629,Simulated_annealing,673.0456629409193,460,80,20,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 19 60]
0,52729629,Simulated_annealing,673.0456629409193,399,80,50,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 19 60]
0,52729629,Simulated_annealing,673.0456629409193,405,80,80,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 19 60]
0,52729629,Simulated_annealing,673.0456629409193,405,80,110,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 19 60]
0,52729629,Simulated_annealing,673.0456629409193,405,80,140,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 19 60]
0,52729629,Simulated_annealing,673.0456629409193,520,100,20,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 19 60]
0,52729629,Simulated_annealing,673.0456629409193,459,100,50,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 19 60]
0,52729629,Simulated_annealing,673.0456629409193,465,100,80,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 19 60]
0,52729629,Simulated_annealing,673.0456629409193,465,100,110,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 19 60]
0,52729629,Simulated_annealing,673.0456629409193,465,100,140,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 19 60]
0,52729629,Simulated_annealing,673.0456629409193,580,120,20,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 19 60]
0,52729629,Simulated_annealing,673.0456629409193,519,120,50,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 19 60]
0,52729629,Simulated_annealing,673.0456629409193,523,120,80,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 19 60]
0,52729629,Simulated_annealing,673.0456629409193,523,120,110,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 19 60]
0,52729629,Simulated_annealing,673.0456629409193,523,120,140,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 19 60]
0,52729629,Simulated_annealing,673.0456629409193,640,140,20,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 19 60]
0,52729629,Simulated_annealing,673.0456629409193,577,140,50,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 19 60]
0,52729629,Simulated_annealing,673.0456629409193,583,140,80,[12  7 13  6  8 13  8  9  6 10 10 18  8 13 19 60]
