,Algoritmo,Ev. Medias,Ev. Mejor,Desviacion tipica Ev,Mejor Kms,Media Kms,Desviacion tipica Kms
0,Algoritmo,1.0,1,0.0,574.5513854177129,574.5513854177129,0.0
1,Algoritmo,1.0,1,0.0,574.5513854177129,574.5513854177129,0.0
2,Algoritmo,1.0,1,0.0,574.5513854177129,574.5513854177129,0.0
3,Algoritmo,1.0,1,0.0,574.5513854177129,574.5513854177129,0.0
4,Algoritmo,1.0,1,0.0,574.5513854177129,574.5513854177129,0.0
