lat;lng;num
43.47180483;-3.781346135;8
43.47573226;-3.798063871;3
43.45838389;-3.810468391;14
43.45796625;-3.824801242;12
43.46914941;-3.773275976;9
43.47016611;-3.806499478;7
43.47196611;-3.792854496;5
43.47441267;-3.785781345;2
43.46355212;-3.788005479;10
43.46072554;-3.817978245;13
43.47847181;-3.788653146;4
43.461719;-3.8021;1
43.47110611;-3.800586459;6
43.45281305;-3.871390683;16
43.45482606;-3.866900669;17
43.46214308;-3.797241449;11
